,ds,y,ID,yhat1,yhat2,yhat3,yhat4,yhat5,yhat6,yhat7,yhat8,yhat9,yhat10,yhat11,yhat12,yhat13,yhat14,yhat15,yhat16,yhat17,yhat18,yhat19,yhat20,yhat21,yhat22,yhat23,yhat24,yhat1 10.0%,yhat2 10.0%,yhat3 10.0%,yhat4 10.0%,yhat5 10.0%,yhat6 10.0%,yhat7 10.0%,yhat8 10.0%,yhat9 10.0%,yhat10 10.0%,yhat11 10.0%,yhat12 10.0%,yhat13 10.0%,yhat14 10.0%,yhat15 10.0%,yhat16 10.0%,yhat17 10.0%,yhat18 10.0%,yhat19 10.0%,yhat20 10.0%,yhat21 10.0%,yhat22 10.0%,yhat23 10.0%,yhat24 10.0%,yhat1 90.0%,yhat2 90.0%,yhat3 90.0%,yhat4 90.0%,yhat5 90.0%,yhat6 90.0%,yhat7 90.0%,yhat8 90.0%,yhat9 90.0%,yhat10 90.0%,yhat11 90.0%,yhat12 90.0%,yhat13 90.0%,yhat14 90.0%,yhat15 90.0%,yhat16 90.0%,yhat17 90.0%,yhat18 90.0%,yhat19 90.0%,yhat20 90.0%,yhat21 90.0%,yhat22 90.0%,yhat23 90.0%,yhat24 90.0%,ar1,ar2,ar3,ar4,ar5,ar6,ar7,ar8,ar9,ar10,ar11,ar12,ar13,ar14,ar15,ar16,ar17,ar18,ar19,ar20,ar21,ar22,ar23,ar24,lagged_regressor_hour1,lagged_regressor_hour2,lagged_regressor_hour3,lagged_regressor_hour4,lagged_regressor_hour5,lagged_regressor_hour6,lagged_regressor_hour7,lagged_regressor_hour8,lagged_regressor_hour9,lagged_regressor_hour10,lagged_regressor_hour11,lagged_regressor_hour12,lagged_regressor_hour13,lagged_regressor_hour14,lagged_regressor_hour15,lagged_regressor_hour16,lagged_regressor_hour17,lagged_regressor_hour18,lagged_regressor_hour19,lagged_regressor_hour20,lagged_regressor_hour21,lagged_regressor_hour22,lagged_regressor_hour23,lagged_regressor_hour24,lagged_regressor_day1,lagged_regressor_day2,lagged_regressor_day3,lagged_regressor_day4,lagged_regressor_day5,lagged_regressor_day6,lagged_regressor_day7,lagged_regressor_day8,lagged_regressor_day9,lagged_regressor_day10,lagged_regressor_day11,lagged_regressor_day12,lagged_regressor_day13,lagged_regressor_day14,lagged_regressor_day15,lagged_regressor_day16,lagged_regressor_day17,lagged_regressor_day18,lagged_regressor_day19,lagged_regressor_day20,lagged_regressor_day21,lagged_regressor_day22,lagged_regressor_day23,lagged_regressor_day24,lagged_regressor_day_of_week1,lagged_regressor_day_of_week2,lagged_regressor_day_of_week3,lagged_regressor_day_of_week4,lagged_regressor_day_of_week5,lagged_regressor_day_of_week6,lagged_regressor_day_of_week7,lagged_regressor_day_of_week8,lagged_regressor_day_of_week9,lagged_regressor_day_of_week10,lagged_regressor_day_of_week11,lagged_regressor_day_of_week12,lagged_regressor_day_of_week13,lagged_regressor_day_of_week14,lagged_regressor_day_of_week15,lagged_regressor_day_of_week16,lagged_regressor_day_of_week17,lagged_regressor_day_of_week18,lagged_regressor_day_of_week19,lagged_regressor_day_of_week20,lagged_regressor_day_of_week21,lagged_regressor_day_of_week22,lagged_regressor_day_of_week23,lagged_regressor_day_of_week24,lagged_regressor_month1,lagged_regressor_month2,lagged_regressor_month3,lagged_regressor_month4,lagged_regressor_month5,lagged_regressor_month6,lagged_regressor_month7,lagged_regressor_month8,lagged_regressor_month9,lagged_regressor_month10,lagged_regressor_month11,lagged_regressor_month12,lagged_regressor_month13,lagged_regressor_month14,lagged_regressor_month15,lagged_regressor_month16,lagged_regressor_month17,lagged_regressor_month18,lagged_regressor_month19,lagged_regressor_month20,lagged_regressor_month21,lagged_regressor_month22,lagged_regressor_month23,lagged_regressor_month24,trend,season_yearly,season_weekly,season_daily
0,2014-09-01 00:00:00,16.180203045685275,MT_001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2014-09-01 01:00:00,16.497461928934,MT_001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,2014-09-01 02:00:00,16.180203045685275,MT_001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,2014-09-01 03:00:00,16.497461928934,MT_001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2014-09-01 04:00:00,16.180203045685275,MT_001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,2014-09-01 05:00:00,16.814720812182728,MT_001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2014-09-01 06:00:00,16.497461928934,MT_001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,2014-09-01 07:00:00,22.208121827411176,MT_001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,2014-09-01 08:00:00,14.911167512690376,MT_001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,2014-09-01 09:00:00,21.89086294416245,MT_001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
